edge_id,from_atom_id,to_atom_id,relation_type,relation_subtype,weight,confidence,source_rule_ids,notes
edge:vm_vpr:VPR-0160:B__platform_aligned__vm_lsm:LSM-0005:S,vm_vpr:VPR-0160:B,vm_lsm:LSM-0005:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0160:B__platform_aligned__vm_lsm:LSM-0007:S,vm_vpr:VPR-0160:B,vm_lsm:LSM-0007:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0160:B__platform_aligned__vm_lsm:LSM-0009:S,vm_vpr:VPR-0160:B,vm_lsm:LSM-0009:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0160:B__platform_aligned__vm_vps:VPS-0005:P,vm_vpr:VPR-0160:B,vm_vps:VPS-0005:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0160:B__platform_aligned__vm_vps:VPS-0007:P,vm_vpr:VPR-0160:B,vm_vps:VPS-0007:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0160:B__platform_aligned__vm_vps:VPS-0012:P,vm_vpr:VPR-0160:B,vm_vps:VPS-0012:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0160:B__platform_aligned__vm_vps:VPS-0018:P,vm_vpr:VPR-0160:B,vm_vps:VPS-0018:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0160:B__platform_aligned__vm_vps:VPS-0024:P,vm_vpr:VPR-0160:B,vm_vps:VPS-0024:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0161:A__platform_aligned__vm_lsm:LSM-0002:S,vm_vpr:VPR-0161:A,vm_lsm:LSM-0002:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0161:A__platform_aligned__vm_lsm:LSM-0004:S,vm_vpr:VPR-0161:A,vm_lsm:LSM-0004:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0161:A__platform_aligned__vm_lsm:LSM-0005:S,vm_vpr:VPR-0161:A,vm_lsm:LSM-0005:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0161:A__platform_aligned__vm_lsm:LSM-0007:S,vm_vpr:VPR-0161:A,vm_lsm:LSM-0007:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0161:A__platform_aligned__vm_lsm:LSM-0009:S,vm_vpr:VPR-0161:A,vm_lsm:LSM-0009:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0161:A__platform_aligned__vm_vps:VPS-0005:P,vm_vpr:VPR-0161:A,vm_vps:VPS-0005:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0161:A__platform_aligned__vm_vps:VPS-0007:P,vm_vpr:VPR-0161:A,vm_vps:VPS-0007:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0161:A__platform_aligned__vm_vps:VPS-0012:P,vm_vpr:VPR-0161:A,vm_vps:VPS-0012:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0161:A__platform_aligned__vm_vps:VPS-0018:P,vm_vpr:VPR-0161:A,vm_vps:VPS-0018:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0161:A__platform_aligned__vm_vps:VPS-0024:P,vm_vpr:VPR-0161:A,vm_vps:VPS-0024:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0161:B__platform_aligned__vm_lsm:LSM-0002:S,vm_vpr:VPR-0161:B,vm_lsm:LSM-0002:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0161:B__platform_aligned__vm_lsm:LSM-0004:S,vm_vpr:VPR-0161:B,vm_lsm:LSM-0004:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0161:B__platform_aligned__vm_lsm:LSM-0005:S,vm_vpr:VPR-0161:B,vm_lsm:LSM-0005:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0161:B__platform_aligned__vm_lsm:LSM-0007:S,vm_vpr:VPR-0161:B,vm_lsm:LSM-0007:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0161:B__platform_aligned__vm_lsm:LSM-0009:S,vm_vpr:VPR-0161:B,vm_lsm:LSM-0009:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0161:B__platform_aligned__vm_vps:VPS-0005:P,vm_vpr:VPR-0161:B,vm_vps:VPS-0005:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0161:B__platform_aligned__vm_vps:VPS-0007:P,vm_vpr:VPR-0161:B,vm_vps:VPS-0007:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0161:B__platform_aligned__vm_vps:VPS-0012:P,vm_vpr:VPR-0161:B,vm_vps:VPS-0012:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0161:B__platform_aligned__vm_vps:VPS-0018:P,vm_vpr:VPR-0161:B,vm_vps:VPS-0018:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0161:B__platform_aligned__vm_vps:VPS-0024:P,vm_vpr:VPR-0161:B,vm_vps:VPS-0024:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0162:A__platform_aligned__vm_lsm:LSM-0002:S,vm_vpr:VPR-0162:A,vm_lsm:LSM-0002:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0162:A__platform_aligned__vm_lsm:LSM-0004:S,vm_vpr:VPR-0162:A,vm_lsm:LSM-0004:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0162:A__platform_aligned__vm_lsm:LSM-0005:S,vm_vpr:VPR-0162:A,vm_lsm:LSM-0005:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0162:A__platform_aligned__vm_lsm:LSM-0007:S,vm_vpr:VPR-0162:A,vm_lsm:LSM-0007:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0162:A__platform_aligned__vm_lsm:LSM-0009:S,vm_vpr:VPR-0162:A,vm_lsm:LSM-0009:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0162:A__platform_aligned__vm_vps:VPS-0005:P,vm_vpr:VPR-0162:A,vm_vps:VPS-0005:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0162:A__platform_aligned__vm_vps:VPS-0007:P,vm_vpr:VPR-0162:A,vm_vps:VPS-0007:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0162:A__platform_aligned__vm_vps:VPS-0012:P,vm_vpr:VPR-0162:A,vm_vps:VPS-0012:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0162:A__platform_aligned__vm_vps:VPS-0018:P,vm_vpr:VPR-0162:A,vm_vps:VPS-0018:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0162:A__platform_aligned__vm_vps:VPS-0024:P,vm_vpr:VPR-0162:A,vm_vps:VPS-0024:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0162:B__platform_aligned__vm_lsm:LSM-0002:S,vm_vpr:VPR-0162:B,vm_lsm:LSM-0002:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0162:B__platform_aligned__vm_lsm:LSM-0004:S,vm_vpr:VPR-0162:B,vm_lsm:LSM-0004:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0162:B__platform_aligned__vm_lsm:LSM-0005:S,vm_vpr:VPR-0162:B,vm_lsm:LSM-0005:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0162:B__platform_aligned__vm_lsm:LSM-0007:S,vm_vpr:VPR-0162:B,vm_lsm:LSM-0007:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0162:B__platform_aligned__vm_lsm:LSM-0009:S,vm_vpr:VPR-0162:B,vm_lsm:LSM-0009:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0162:B__platform_aligned__vm_vps:VPS-0005:P,vm_vpr:VPR-0162:B,vm_vps:VPS-0005:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0162:B__platform_aligned__vm_vps:VPS-0007:P,vm_vpr:VPR-0162:B,vm_vps:VPS-0007:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0162:B__platform_aligned__vm_vps:VPS-0012:P,vm_vpr:VPR-0162:B,vm_vps:VPS-0012:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0162:B__platform_aligned__vm_vps:VPS-0018:P,vm_vpr:VPR-0162:B,vm_vps:VPS-0018:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0162:B__platform_aligned__vm_vps:VPS-0024:P,vm_vpr:VPR-0162:B,vm_vps:VPS-0024:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0163:A__platform_aligned__vm_lsm:LSM-0002:S,vm_vpr:VPR-0163:A,vm_lsm:LSM-0002:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0163:A__platform_aligned__vm_lsm:LSM-0004:S,vm_vpr:VPR-0163:A,vm_lsm:LSM-0004:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0163:A__platform_aligned__vm_lsm:LSM-0005:S,vm_vpr:VPR-0163:A,vm_lsm:LSM-0005:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0163:A__platform_aligned__vm_lsm:LSM-0007:S,vm_vpr:VPR-0163:A,vm_lsm:LSM-0007:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0163:A__platform_aligned__vm_lsm:LSM-0009:S,vm_vpr:VPR-0163:A,vm_lsm:LSM-0009:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0163:A__platform_aligned__vm_vps:VPS-0005:P,vm_vpr:VPR-0163:A,vm_vps:VPS-0005:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0163:A__platform_aligned__vm_vps:VPS-0007:P,vm_vpr:VPR-0163:A,vm_vps:VPS-0007:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0163:A__platform_aligned__vm_vps:VPS-0012:P,vm_vpr:VPR-0163:A,vm_vps:VPS-0012:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0163:A__platform_aligned__vm_vps:VPS-0018:P,vm_vpr:VPR-0163:A,vm_vps:VPS-0018:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0163:A__platform_aligned__vm_vps:VPS-0024:P,vm_vpr:VPR-0163:A,vm_vps:VPS-0024:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0163:B__platform_aligned__vm_lsm:LSM-0002:S,vm_vpr:VPR-0163:B,vm_lsm:LSM-0002:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0163:B__platform_aligned__vm_lsm:LSM-0004:S,vm_vpr:VPR-0163:B,vm_lsm:LSM-0004:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0163:B__platform_aligned__vm_lsm:LSM-0005:S,vm_vpr:VPR-0163:B,vm_lsm:LSM-0005:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0163:B__platform_aligned__vm_lsm:LSM-0007:S,vm_vpr:VPR-0163:B,vm_lsm:LSM-0007:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0163:B__platform_aligned__vm_lsm:LSM-0009:S,vm_vpr:VPR-0163:B,vm_lsm:LSM-0009:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0163:B__platform_aligned__vm_vps:VPS-0005:P,vm_vpr:VPR-0163:B,vm_vps:VPS-0005:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0163:B__platform_aligned__vm_vps:VPS-0007:P,vm_vpr:VPR-0163:B,vm_vps:VPS-0007:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0163:B__platform_aligned__vm_vps:VPS-0012:P,vm_vpr:VPR-0163:B,vm_vps:VPS-0012:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0163:B__platform_aligned__vm_vps:VPS-0018:P,vm_vpr:VPR-0163:B,vm_vps:VPS-0018:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0163:B__platform_aligned__vm_vps:VPS-0024:P,vm_vpr:VPR-0163:B,vm_vps:VPS-0024:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0164:A__platform_aligned__vm_lsm:LSM-0002:S,vm_vpr:VPR-0164:A,vm_lsm:LSM-0002:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0164:A__platform_aligned__vm_lsm:LSM-0004:S,vm_vpr:VPR-0164:A,vm_lsm:LSM-0004:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0164:A__platform_aligned__vm_lsm:LSM-0005:S,vm_vpr:VPR-0164:A,vm_lsm:LSM-0005:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0164:A__platform_aligned__vm_lsm:LSM-0007:S,vm_vpr:VPR-0164:A,vm_lsm:LSM-0007:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0164:A__platform_aligned__vm_lsm:LSM-0009:S,vm_vpr:VPR-0164:A,vm_lsm:LSM-0009:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0164:A__platform_aligned__vm_vps:VPS-0005:P,vm_vpr:VPR-0164:A,vm_vps:VPS-0005:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0164:A__platform_aligned__vm_vps:VPS-0007:P,vm_vpr:VPR-0164:A,vm_vps:VPS-0007:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0164:A__platform_aligned__vm_vps:VPS-0012:P,vm_vpr:VPR-0164:A,vm_vps:VPS-0012:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0164:A__platform_aligned__vm_vps:VPS-0018:P,vm_vpr:VPR-0164:A,vm_vps:VPS-0018:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0164:A__platform_aligned__vm_vps:VPS-0024:P,vm_vpr:VPR-0164:A,vm_vps:VPS-0024:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0164:B__platform_aligned__vm_lsm:LSM-0002:S,vm_vpr:VPR-0164:B,vm_lsm:LSM-0002:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0164:B__platform_aligned__vm_lsm:LSM-0004:S,vm_vpr:VPR-0164:B,vm_lsm:LSM-0004:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0164:B__platform_aligned__vm_lsm:LSM-0005:S,vm_vpr:VPR-0164:B,vm_lsm:LSM-0005:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0164:B__platform_aligned__vm_lsm:LSM-0007:S,vm_vpr:VPR-0164:B,vm_lsm:LSM-0007:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0164:B__platform_aligned__vm_lsm:LSM-0009:S,vm_vpr:VPR-0164:B,vm_lsm:LSM-0009:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0164:B__platform_aligned__vm_vps:VPS-0005:P,vm_vpr:VPR-0164:B,vm_vps:VPS-0005:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0164:B__platform_aligned__vm_vps:VPS-0007:P,vm_vpr:VPR-0164:B,vm_vps:VPS-0007:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0164:B__platform_aligned__vm_vps:VPS-0012:P,vm_vpr:VPR-0164:B,vm_vps:VPS-0012:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0164:B__platform_aligned__vm_vps:VPS-0018:P,vm_vpr:VPR-0164:B,vm_vps:VPS-0018:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0164:B__platform_aligned__vm_vps:VPS-0024:P,vm_vpr:VPR-0164:B,vm_vps:VPS-0024:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0165:A__platform_aligned__vm_lsm:LSM-0002:S,vm_vpr:VPR-0165:A,vm_lsm:LSM-0002:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0165:A__platform_aligned__vm_lsm:LSM-0004:S,vm_vpr:VPR-0165:A,vm_lsm:LSM-0004:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0165:A__platform_aligned__vm_lsm:LSM-0005:S,vm_vpr:VPR-0165:A,vm_lsm:LSM-0005:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0165:A__platform_aligned__vm_lsm:LSM-0007:S,vm_vpr:VPR-0165:A,vm_lsm:LSM-0007:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0165:A__platform_aligned__vm_lsm:LSM-0009:S,vm_vpr:VPR-0165:A,vm_lsm:LSM-0009:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0165:A__platform_aligned__vm_vps:VPS-0005:P,vm_vpr:VPR-0165:A,vm_vps:VPS-0005:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0165:A__platform_aligned__vm_vps:VPS-0007:P,vm_vpr:VPR-0165:A,vm_vps:VPS-0007:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0165:A__platform_aligned__vm_vps:VPS-0012:P,vm_vpr:VPR-0165:A,vm_vps:VPS-0012:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0165:A__platform_aligned__vm_vps:VPS-0018:P,vm_vpr:VPR-0165:A,vm_vps:VPS-0018:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0165:A__platform_aligned__vm_vps:VPS-0024:P,vm_vpr:VPR-0165:A,vm_vps:VPS-0024:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0165:B__platform_aligned__vm_lsm:LSM-0002:S,vm_vpr:VPR-0165:B,vm_lsm:LSM-0002:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0165:B__platform_aligned__vm_lsm:LSM-0004:S,vm_vpr:VPR-0165:B,vm_lsm:LSM-0004:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0165:B__platform_aligned__vm_lsm:LSM-0005:S,vm_vpr:VPR-0165:B,vm_lsm:LSM-0005:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0165:B__platform_aligned__vm_lsm:LSM-0007:S,vm_vpr:VPR-0165:B,vm_lsm:LSM-0007:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0165:B__platform_aligned__vm_lsm:LSM-0009:S,vm_vpr:VPR-0165:B,vm_lsm:LSM-0009:S,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
edge:vm_vpr:VPR-0165:B__platform_aligned__vm_vps:VPS-0005:P,vm_vpr:VPR-0165:B,vm_vps:VPS-0005:P,platform_aligned,,0.3,0.7,"[""UMGG_V1_EDGE_PLATFORM_EXACT""]",platform_norm=both;cap_k=5
